,Name,Age,Team,Medal
13952,Kevin Andre Jackson,27.0,United States,Gold
13953,Lauren Elizabeth Jackson,19.0,Australia,Silver
13954,Lauren Elizabeth Jackson,23.0,Australia,Silver
13955,Lauren Elizabeth Jackson,27.0,Australia,Silver
13956,Lauren Elizabeth Jackson,31.0,Australia,Bronze
13957,Laurence Jackson,23.0,Great Britain,Gold
13958,"Lucious Brown ""Luke"" Jackson, Jr.",22.0,United States,Gold
13959,Marjorie Jackson (-Nelson),20.0,Australia,Gold
13960,Peter Herbert Jackson,23.0,Great Britain,Silver
13961,Roger Charles Jackson,22.0,Canada,Gold
13962,Shericka Jackson,22.0,Jamaica,Bronze
13963,Shericka Jackson,22.0,Jamaica,Silver
13964,Tammy Eloise Jackson,29.0,United States,Bronze
13965,Trina Marie Jackson (-Falca),19.0,United States,Gold
13966,"William Kilgour ""Willie"" Jackson",52.0,Great Britain,Gold
13967,Grace Jackson-Small,27.0,Jamaica,Silver
13968,Domien Franois Jacob,22.0,Belgium,Silver
13969,Edwin Ellis Jacob,46.0,Emily,Silver
13970,Klaus Jacob,25.0,East Germany,Silver
13971,Lisa Rae Jacob,22.0,United States,Gold
13972,Matthias Jacob,23.0,East Germany,Bronze
13973,Gisela Jacob-Arendt,17.0,Germany,Bronze
13974,Gisela Jacob-Arendt,17.0,Germany,Silver
13975,Lindsey Jacobellis,20.0,United States,Silver
13976,"Joseph Bennet ""Joe"" Jacobi",22.0,United States-1,Gold
13977,Nicolas Jacobi,29.0,Germany,Bronze
13978,"Bradley ""Brad"" Jacobs",28.0,Canada,Gold
13979,"Christopher Charles ""Chris"" Jacobs",23.0,United States,Silver
13980,"Christopher Charles ""Chris"" Jacobs",23.0,United States,Gold
13981,Clare Stephen Jacobs,22.0,United States,Bronze
13982,David Henry Jacobs,24.0,Great Britain,Gold
13983,Kim Simone Geraldine Jacobs,17.0,Great Britain,Bronze
13984,Anders Jacobsen,24.0,Norway,Bronze
13985,Else Agnes Ella Jacobsen (-Baade),21.0,Denmark,Bronze
13986,Olaf Jacobsen,24.0,Norway,Bronze
13987,Thomas Jacobsen,28.0,Denmark,Gold
13988,Uwe Jacobsen,24.0,Germany,Silver
13989,Hans Olov Dan Jacobson,29.0,Sweden,Gold
13990,Sada Molly Jacobson (-Bby),21.0,United States,Bronze
13991,Sada Molly Jacobson (-Bby),25.0,United States,Silver
13992,Sada Molly Jacobson (-Bby),25.0,United States,Bronze
13993,Charles Jacobus,64.0,United States,Gold
13994,Jean Lucien Nicolas Jacoby,33.0,Luxembourg,Gold
13995,Jean Lucien Nicolas Jacoby,37.0,Luxembourg,Gold
13996,Virgil Victor Jacomini,20.0,United States,Gold
13997,Lisa Ann Jacquin,26.0,United States,Silver
13998,Jzsef Jacs,26.0,Hungary,Silver
13999,Khashaba Dadasaheb  Jahdav,25.0,India,Bronze
14000,Abbas Jadidi,27.0,Iran,Silver
14001,Tracy Jaeckel,27.0,United States,Bronze
14002,Connor Jaeger,25.0,United States,Silver
14003,Gustav Jaenecke,23.0,Germany,Bronze
14004,"Thomas ""Tom"" Jaeschke",22.0,United States,Bronze
14005,James Peter Jaffe,18.0,Joy,Silver
14006,Scott Erik Jaffe,23.0,United States,Bronze
14007,Irving Warren Jaffee,25.0,United States,Gold
14008,Juozas Jagelaviius,29.0,Soviet Union,Bronze
14009,Bernd Jger,24.0,East Germany,Bronze
14010,Evan Reese Jager,27.0,United States,Silver
14011,"Thomas Michael ""Tom"" Jager",19.0,United States,Gold
14012,"Thomas Michael ""Tom"" Jager",23.0,United States,Silver
14013,"Thomas Michael ""Tom"" Jager",23.0,United States,Gold
14014,"Thomas Michael ""Tom"" Jager",27.0,United States,Bronze
14015,"Thomas Michael ""Tom"" Jager",27.0,United States,Gold
14016,Finn Christian Jagge,25.0,Norway,Gold
14017,Amy Crossley Jagger (-Fisher),20.0,Great Britain,Bronze
14018,Jaromr Jgr,25.0,Czech Republic,Gold
14019,Jaromr Jgr,33.0,Czech Republic,Bronze
14020,Tofigh Jahanbakht,21.0,Iran,Bronze
14021,Sabine Jahn (-Gust),23.0,East Germany,Silver
14022,Rita Jahn-Wilden,24.0,West Germany,Silver
14023,Rita Jahn-Wilden,24.0,West Germany,Bronze
14024,Barton Williams Benedict Jahncke,29.0,United States,Gold
14025,Curt Hugo Jahnke,22.0,Sweden,Gold
14026,Anne Jahren,20.0,Norway,Bronze
14027,Anne Jahren,20.0,Norway,Gold
14028,Anne Jahren,24.0,Norway,Silver
14029,Harald Jhrling,22.0,East Germany,Gold
14030,Harald Jhrling,26.0,East Germany,Gold
14031,"Robert ""Rob"" Jahrling",26.0,Australia,Silver
14032,Bernd Jkel,34.0,East Germany,Gold
14033,Bernd Jkel,42.0,Germany,Gold
14034,Hansjrg Jkle,22.0,Germany,Gold
14035,Hansjrg Jkle,26.0,Germany,Silver
14036,Marco Jakobs,23.0,Germany-2,Gold
14037,Alf Kristian Brun Jakobsen,34.0,Irene,Gold
14038,Hans Hovgaard Jakobsen,25.0,Denmark,Silver
14039,Henning Lynge Jakobsen,22.0,Denmark,Silver
14040,Henning Lynge Jakobsen,22.0,Denmark,Bronze
14041,Johan Mikael Jakobsson,25.0,Sweden,Silver
14042,Eva Sofia Jakobsson,26.0,Sweden,Silver
14043,Sverre Andreas Jakobsson,31.0,Iceland,Silver
14044,Walter Andreas Jakobsson,38.0,Finland,Gold
14045,Walter Andreas Jakobsson,41.0,Finland,Silver
14046,Ludovika Antje Margareta Jakobsson-Eilers,35.0,Finland,Gold
14047,Ludovika Antje Margareta Jakobsson-Eilers,39.0,Finland,Silver
14048,Michael Georg Jakosits,22.0,Germany,Gold
14049,Martin Jak,23.0,Czech Republic,Bronze
14050,Malte Jakschik,23.0,Germany,Silver
14051,Nikola Jaki,19.0,Serbia,Gold
14052,Krystyna Jakubowska (Tabaka-),21.0,Poland,Bronze
14053,Krystyna Jakubowska (Tabaka-),25.0,Poland,Bronze
14054,Bernd Jakubowski,27.0,East Germany,Silver
14055,Parviz Jalayer,29.0,Iran,Silver
14056,Kalle Jalkanen,28.0,Finland,Gold
14057,Maryam Yusuf Jamal,27.0,Bahrain,Bronze
14058,"Rebecca Angharad ""Becky"" James",24.0,Great Britain,Silver
14059,Godday James,20.0,Nigeria,Bronze
14060,Hilda Marjorie James (-McAllister),15.0,Great Britain,Silver
14061,John Jesse James,27.0,Great Britain,Silver
14062,Kirani James,19.0,Grenada,Gold
14063,Kirani James,23.0,Grenada,Silver
14064,"George Lawrence ""Larry"" James",20.0,United States,Silver
14065,"George Lawrence ""Larry"" James",20.0,United States,Gold
14066,LeBron Raymone James,19.0,United States,Bronze
14067,LeBron Raymone James,23.0,United States,Gold
14068,LeBron Raymone James,27.0,United States,Gold
14069,"Lee Roy James, Jr.",22.0,United States,Silver
14070,Monday James,21.0,Nigeria,Silver
14071,"Thomas Watkin ""Tom"" James",24.0,Great Britain,Gold
14072,"Thomas Watkin ""Tom"" James",28.0,Great Britain,Gold
14073,Walter Ernest Christopher James,24.0,Great Britain,Silver
14074,"Andrew David ""Andy"" Jameson",23.0,Great Britain,Bronze
14075,Claude Stanley Jameson,18.0,St. Rose-2,Bronze
14076,Helen Jameson,16.0,Great Britain,Silver
14077,Henry Wood Jameson,21.0,St. Rose-2,Bronze
14078,Benjamin Jamieson,30.0,Winnipeg Shamrocks-1,Gold
14079,Brian G. Jamieson,27.0,United States,Silver
14080,Michael John Jamieson,23.0,Great Britain,Silver
14081,Herbert Brotherson Jamison,20.0,United States,Silver
14082,Andrei Jms,34.0,Estonia,Bronze
14083,Jamtsyn Davaajav,25.0,Mongolia,Silver
14084,Gunnar Petter Jamvold,24.0,Eleda,Gold
14085,Peter Krefting Jamvold,23.0,Eleda,Gold
14086,Hanns Jana,24.0,West Germany,Silver
14087,Frantiek Janda-Suk,22.0,Bohemia,Silver
14088,Otakar Janeck,31.0,Czechoslovakia,Bronze
14089,Janelson dos Santos Carvalho,23.0,Brazil,Gold
14090,Janeth dos Santos Arcain,27.0,Brazil,Silver
14091,Janeth dos Santos Arcain,31.0,Brazil,Bronze
14092,Jang Chang-Seon,22.0,South Korea,Silver
14093,Jang Eun-Gyeong,25.0,South Korea,Silver
14094,Jang Eun-Jeong,18.0,South Korea,Silver
14095,Jang Eun-Jeong,25.0,South Korea,Silver
14096,Jang Hye-Ok,19.0,South Korea-2,Silver
14097,Jang Hye-Suk,21.0,South Korea,Bronze
14098,Jang Jae-Seong,21.0,South Korea,Silver
14099,Jang Jae-Seong,25.0,South Korea,Bronze
14100,Jang Ji-Won,24.0,South Korea,Gold
14101,Jang Mi-Ran,20.0,South Korea,Silver
14102,Jang Mi-Ran,24.0,South Korea,Gold
14103,Jang Ok-Rim,24.0,North Korea,Bronze
14104,Jang Ri-Ra,23.0,South Korea,Gold
14105,Jang Se-Hong,26.0,North Korea,Silver
14106,Jang Seong-Ho,22.0,South Korea,Bronze
14107,Jang Seong-Ho,26.0,South Korea,Silver
14108,Jang So-Hui,26.0,South Korea,Silver
14109,Jang Sun-Gil,22.0,South Korea,Bronze
14110,Jang Won-Sam,25.0,South Korea,Gold
14111,Jang Yong-Ho,20.0,South Korea,Silver
14112,Jang Yong-Ho,24.0,South Korea,Gold
14113,Jang Yong-Ho,28.0,South Korea,Gold
14114,Pauli Aapeli Janhonen,33.0,Finland,Silver
14115,Milan Jani,27.0,Yugoslavia,Silver
14116,Marina Janicke (-Hhne),18.0,East Germany,Bronze
14117,Damian Janikowski,23.0,Poland,Bronze
14118,Janina Dia Chagas da Conceio,27.0,Brazil,Bronze
14119,Carlo Janka,23.0,Switzerland,Gold
14120,Eva Janko (Egger-),23.0,Austria,Bronze
14121,Ljubinka Jankovi (Erdevicki-),25.0,Yugoslavia,Gold
14122,Zoran Jankovi,24.0,Yugoslavia,Silver
14123,Zoran Jankovi,28.0,Yugoslavia,Gold
14124,Edmund Bernard Jankowski,24.0,Poland,Bronze
14125,Wojciech Jankowski,29.0,Poland,Bronze
14126,Antonio Janni,23.0,Italy,Bronze
14127,Gerrit Jan Arnold Jannink,23.0,Netherlands,Silver
14128,Arvydas Janonis,27.0,Soviet Union,Gold
14129,Vladimr Jno,26.0,Czechoslovakia,Bronze
14130,"Zsuzsanna ""Zsuzsa"" Jnosi-Nmeth",24.0,Hungary,Bronze
14131,Bohumil Janouek,22.0,Czechoslovakia,Bronze
14132,Bohumil Janouek,27.0,Czechoslovakia,Bronze
14133,Milan Jana,26.0,Slovenia,Bronze
14134,Axel Johan Janse,24.0,Sweden,Gold
14135,"Daniel Ervin ""Dan"" Jansen",28.0,United States,Gold
14136,"Johannes Hendrikus ""Jan"" Jansen",23.0,Netherlands,Silver
14137,Karl Jansen,28.0,Germany,Bronze
14138,Olaf Janen,21.0,West Germany,Bronze
14139,"Patrick Anthony ""Pat"" Jansen",27.0,India,Gold
14140,"Franciscus Ronaldus Maria ""Ronald"" Jansen",24.0,Netherlands,Bronze
14141,"Franciscus Ronaldus Maria ""Ronald"" Jansen",32.0,Netherlands,Gold
14142,"Franciscus Ronaldus Maria ""Ronald"" Jansen",36.0,Netherlands,Gold
14143,Torsten Johannes Jansen,27.0,Germany,Silver
14144,Sijtse Jansma,21.0,Netherlands,Silver
14145,Jonathan Janson,26.0,Bluebottle,Bronze
14146,Kjetil Jansrud,24.0,Norway,Silver
14147,Kjetil Jansrud,28.0,Norway,Bronze
14148,Kjetil Jansrud,28.0,Norway,Gold
14149,"Hendrikus Alexander ""Henk"" Janssen",29.0,Netherlands,Silver
14150,Inge Janssen,27.0,Netherlands,Silver
14151,Carl Axel Jansson,26.0,Sweden,Silver
14152,Erik Halvar Jansson,21.0,Sweden,Bronze
14153,Folke Georg Jansson,23.0,Sweden,Silver
14154,Gustaf Nils Jansson,30.0,Sweden,Bronze
14155,Carl August Herold Jansson,20.0,Denmark,Gold
14156,Carl Johan Erik Jansson,19.0,Sweden,Bronze
14157,Carl Johan Erik Jansson,27.0,Sweden,Bronze
14158,Carl Johan Erik Jansson,31.0,Sweden,Silver
14159,Nanna Kristina Jansson,18.0,Sweden,Bronze
14160,Nanna Kristina Jansson,22.0,Sweden,Silver
14161,Ragnar Rafael Jansson,43.0,Ralia,Bronze
14162,Karl Axel Rune Jansson,24.0,Sweden,Bronze
14163,"Charles James Hicks January, Jr.",16.0,Christian Brothers' College-1,Silver
14164,John Hartnett January,22.0,Christian Brothers' College-1,Silver
14165,"Thomas Thurston ""Tom"" January",18.0,Christian Brothers' College-1,Silver
14166,Miroslav Janu,23.0,Czech Republic,Bronze
14167,"Alexandre ""Alex"" Jany",19.0,France,Bronze
14168,"Alexandre ""Alex"" Jany",23.0,France,Bronze
14169,Karin Janz (-Bttner),16.0,East Germany,Bronze
14170,Karin Janz (-Bttner),16.0,East Germany,Silver
14171,Karin Janz (-Bttner),20.0,East Germany,Silver
14172,Karin Janz (-Bttner),20.0,East Germany,Gold
14173,Karin Janz (-Bttner),20.0,East Germany,Bronze
14174,"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",24.0,Brazil,Gold
14175,"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",28.0,Brazil,Gold
14176,Boris Jarak,25.0,Yugoslavia,Bronze
14177,Kurt Jarasinski,25.0,Germany,Gold
14178,Anne Elizabeth Jardin (-Alexander),16.0,Canada,Bronze
14179,Adrian Jardine,35.0,Great Britain,Bronze
14180,Zbigniew Jaremski,27.0,Poland,Silver
14181,Zdenk Jarkovsk,29.0,Czechoslovakia,Silver
14182,Anders Torsten Martin Jarl (Johansson-),23.0,Sweden,Bronze
14183,Johan Jonatan Assaf Jarln,27.0,Sweden,Gold
14184,Prapawadee Jaroenrattanatarakoon,24.0,Thailand,Gold
14185,Rachel Jarry,20.0,Australia,Bronze
14186,Anders Per Jrryd,27.0,Sweden,Bronze
14187,Iiro Petteri Jrvi,22.0,Finland,Silver
14188,Jyrki Heikki Jrvi,34.0,Finland,Gold
14189,Akilles Eero Johannes Jrvinen,22.0,Finland,Silver
14190,Akilles Eero Johannes Jrvinen,26.0,Finland,Silver
14191,Matti Henrikki Jrvinen,23.0,Finland,Gold
14192,"Venne ""Verner"" Jrvinen",36.0,Finland,Bronze
14193,"Venne ""Verner"" Jrvinen",36.0,Finland,Gold
14194,"Venne ""Verner"" Jrvinen",38.0,Finland,Bronze
14195,Frank Washington Jarvis,21.0,United States,Gold
14196,John Arthur Jarvis,28.0,"Osborne Swimming Club, Manchester",Gold
14197,John Arthur Jarvis,28.0,Great Britain,Gold
14198,John Arthur Jarvis,34.0,Great Britain,Bronze
14199,John Arthur Jarvis,34.0,Great Britain,Silver
14200,Vladimr Jar,25.0,Czechoslovakia,Silver
14201,"Martina Jschke (-Scheidewig, -Flle)",20.0,East Germany,Gold
14202,arnas Jasikeviius,24.0,Lithuania,Bronze
14203,Daniel Jasinski,26.0,Germany,Bronze
14204,Tuomas Aatos Jaskari (-Yli-Jaskari),28.0,Finland,Bronze
14205,Zenon Wadysaw Jaskua,26.0,Poland,Silver
14206,"Rebecca ""Becky"" Jasontek (-Tomsic)",29.0,United States,Bronze
14207,"Burton Albert ""Burt"" Jastram",22.0,United States,Gold
14208,"Chester Andrew ""Chet"" Jastremski",23.0,United States,Bronze
14209,"Chester Andrew ""Chet"" Jastremski",27.0,United States,Gold
14210,Jatyr Eduardo Schall,21.0,Brazil,Bronze
14211,Jatyr Eduardo Schall,25.0,Brazil,Bronze
14212,"Robert C. ""Bob"" Jaugstetter",36.0,United States,Silver
14213,Sami Olavi Jauhojrvi,32.0,Finland,Gold
14214,Hans-Georg Jaunich,28.0,East Germany,Gold
14215,Inese Jaunzeme (-Goba),24.0,Soviet Union,Gold
14216,Adolphe Jaurguy,26.0,France,Silver
14217,Ibrahim Javadi Pour,29.0,Iran,Bronze
14218,Hrachik Javakhyan,24.0,Armenia,Bronze
14219,Allan Louis Neville Jay,29.0,Great Britain,Silver
14220,Vincent Nicolas Jay,24.0,France,Gold
14221,Vincent Nicolas Jay,24.0,France,Bronze
14222,Kameradin Susanthika Jayasinghe,24.0,Sri Lanka,Silver
14223,Carlos Alberto Borges Jayme,20.0,Brazil,Bronze
14224,Travis Jayner,27.0,United States,Bronze
14225,Erik Alexander Jazet,25.0,Netherlands,Gold
14226,Erik Alexander Jazet,29.0,Netherlands,Gold
14227,Erik Alexander Jazet,33.0,Netherlands,Silver
14228,Michel Jazy,24.0,France,Silver
14229,Marcin Stanisaw Jaocha,21.0,Poland,Silver
14230,Olivier Jean,25.0,Canada,Gold
14231,"Robert Eugene ""Bob"" Jeangerard",24.0,United States,Gold
14232,Fabrice Jeannet,23.0,France,Gold
14233,Fabrice Jeannet,27.0,France,Silver
14234,Fabrice Jeannet,27.0,France,Gold
14235,Jrme Jeannet,27.0,France,Gold
14236,Jrme Jeannet,31.0,France,Gold
14237,Philippe Jeannol,25.0,France,Gold
14238,"Constance Mabel ""Connie"" Jeans",20.0,Great Britain,Silver
14239,"Constance Mabel ""Connie"" Jeans",24.0,Great Britain,Silver
14240,Christian Fredrik Jebe,35.0,Taifun,Gold
14241,Ruth Jebet,19.0,Bahrain,Gold
14242,"Perry Timothy ""Tim"" Jecko",18.0,United States,Silver
14243,Daniel Jdraszko,24.0,Poland,Silver
14244,Otylia Jdrzejczak,20.0,Poland,Silver
14245,Otylia Jdrzejczak,20.0,Poland,Gold
14246,Vaughn Fraser Jefferis,35.0,New Zealand,Bronze
14247,George Gordon Jefferson,22.0,United States,Bronze
14248,Harry Wyndham Jefferson,51.0,Bona Fide,Gold
14249,Richard Allen Jefferson,24.0,United States,Bronze
14250,Thomas Theodore Jefferson,22.0,United States,Bronze
14251,"Rhiannon ""Rhi"" Jeffrey",17.0,United States,Gold
14252,Tony David Jeffries (Bryce-),23.0,Great Britain,Bronze
14253,Vladimir Jeli,27.0,Croatia,Gold
14254,Viktor Jeleni,29.0,Serbia and Montenegro,Bronze
14255,Viktor Jeleni,33.0,Serbia and Montenegro,Silver
14256,Pamela Jelimo (Chelimo),18.0,Kenya,Gold
14257,"Sidney Carter ""Sid"" Jelinek",25.0,United States,Bronze
14258,Tom Jelnek,29.0,Czechoslovakia,Bronze
14259,Micha Jeliski,28.0,Poland,Gold
14260,John Fletcher Jellico,51.0,Mouchette-2,Silver
14261,Martin Jellinghaus,23.0,West Germany,Bronze
14262,Vinko Jelovac,27.0,Yugoslavia,Silver
14263,Lszl Jeney,25.0,Hungary,Silver
14264,Lszl Jeney,29.0,Hungary,Gold
14265,Lszl Jeney,33.0,Hungary,Gold
14266,Lszl Jeney,37.0,Hungary,Bronze
14267,"Charles Lamont ""Charlie"" Jenkins, Sr.",22.0,United States,Gold
14268,"Charles Lamont ""Chip"" Jenkins, Jr.",28.0,United States,Gold
14269,David Wilkinson Jenkins,19.0,United States,Bronze
14270,David Wilkinson Jenkins,23.0,United States,Gold
14271,David Andrew Jenkins,20.0,Great Britain,Silver
14272,Hayes Alan Jenkins,22.0,United States,Gold
14273,Sandra Jenkins (Rippel-),44.0,Canada,Bronze
14274,Brianne Alexandra Jenner,22.0,Canada,Gold
14275,William Bruce (-Caitlyn Marie) Jenner,26.0,United States,Gold
14276,Lindsay Jennerich,34.0,Canada,Silver
14277,"Edward Francis ""Ed"" Jennings",26.0,United States,Bronze
14278,"Edward Francis ""Ed"" Jennings",34.0,United States,Gold
14279,Lynn A. Jennings (Hill-),32.0,United States,Bronze
14280,Terrence DeAndre Jennings,25.0,United States,Bronze
14281,Tim Antonius Jenniskens,25.0,Netherlands,Silver
14282,Sren Alfred Jensen,20.0,Denmark,Silver
14283,Jacob Bernhard Christian Jensen,36.0,Denmark,Silver
14284,Bjrg Eva Jensen,19.0,Norway,Gold
14285,Carl Marinus Jensen,25.0,Denmark,Bronze
14286,Charles Kristoffer Peter Jensen,26.0,Denmark,Bronze
14287,Christine Be Jensen,25.0,Norway,Gold
14288,Dorte Oppelstrup Jensen,31.0,Denmark,Bronze
14289,Erling Jensen,20.0,Norway,Bronze
14290,Henrik Mllgaard Jensen,31.0,Denmark,Gold
14291,Iain Jensen,24.0,Australia,Gold
14292,Iain Jensen,28.0,Australia,Silver
14293,Tage Ivan Linde Jensen,25.0,Denmark,Bronze
14294,Jens Kristian Jensen (-Byge),27.0,Denmark,Silver
14295,Larsen Alan Jensen,18.0,United States,Silver
14296,Larsen Alan Jensen,22.0,United States,Bronze
14297,Leif Gran Jensen,24.0,Norway,Gold
14298,Marcus Christian Jensen,27.0,United States,Gold
14299,Mogens Frey Jensen (-Frey),27.0,Denmark,Silver
14300,Mogens Frey Jensen (-Frey),27.0,Denmark,Gold
14301,Poul Jensen,26.0,Denmark,Silver
14302,Poul Richard Hj Jensen,32.0,Denmark,Gold
14303,Poul Richard Hj Jensen,36.0,Denmark,Gold
14304,Sren Marinus Jensen,26.0,Denmark,Gold
14305,Sren Marinus Jensen,28.0,Denmark,Bronze
14306,Sren Marinus Jensen,33.0,Denmark,Bronze
14307,Thor Andreas Marius Jensen,31.0,Norway,Bronze
14308,Trine Jensen (-Skovgaard Nielsen),23.0,Denmark,Gold
14309,Hans Viggo Jensen,27.0,Denmark,Bronze
14310,Alexander Viggo Jensen,21.0,Denmark,Silver
14311,Alexander Viggo Jensen,21.0,Denmark,Gold
14312,Alexander Viggo Jensen,21.0,Denmark,Bronze
14313,Anne Grethe Jensen-Trnblad,32.0,Denmark,Silver
14314,Anne Jensen-van Olst,46.0,Clearwater,Bronze
14315,Martina Jentsch,20.0,East Germany,Bronze
14316,Jeon Byeong-Gwan,18.0,South Korea,Silver
14317,Jeon Byeong-Gwan,22.0,South Korea,Gold
14318,Jeon Chil-Seong,23.0,South Korea,Bronze
14319,Jeon Da-Hye,22.0,South Korea,Gold
14320,Jeon Gi-Yeong,23.0,South Korea,Gold
14321,Jeon Hae-Seop,24.0,South Korea,Bronze
14322,Jeon Hui-Suk,28.0,South Korea,Bronze
14323,Jeon I-Gyeong,18.0,South Korea,Gold
14324,Jeon I-Gyeong,22.0,South Korea,Bronze
14325,Jeon I-Gyeong,22.0,South Korea,Gold
14326,Jeon In-Su,23.0,South Korea,Gold
14327,Jeon Jong-Gwon,21.0,South Korea,Silver
14328,Jeon Jong-Ha,27.0,South Korea,Silver
14329,Jeon Yeong-Seon,22.0,South Korea,Silver
14330,Jeong Bo-Kyeong,25.0,South Korea,Silver
14331,Jeong Bu-Gyeong,22.0,South Korea,Silver
14332,Jeong Dae-Hyeon,21.0,South Korea,Bronze
14333,Jeong Dae-Hyeon,29.0,South Korea,Gold
14334,Jeong Eun-Gyeong,23.0,South Korea,Silver
14335,Jeong Geun-U,25.0,South Korea,Gold
14336,Jeong Gil-Ok,31.0,South Korea,Bronze
14337,Jeong Gyeong-Eun,26.0,South Korea-1,Bronze
14338,Jeong Gyeong-Mi,23.0,South Korea,Bronze
14339,Jeong Hoe-Sun,20.0,South Korea,Silver
14340,Jeong Hun,23.0,South Korea,Bronze
14341,Jeong Hyo-Jeong,28.0,South Korea,Silver
14342,Jeong Jae-Heon,18.0,South Korea,Silver
14343,Jeong Jae-Seong,29.0,South Korea-1,Bronze
14344,Jeong Ji-Hyeon,21.0,South Korea,Gold
14345,Jeong Jin-Seon,28.0,South Korea,Bronze
14346,Jeong Min-Tae,30.0,South Korea,Bronze
14347,Jeong Myeong-Hui,20.0,South Korea,Silver
14348,Jeong Sang-Hyeon,25.0,South Korea,Silver
14349,Jeong Seon-Yong,25.0,South Korea,Silver
14350,Jeong Seong-Ryong,27.0,South Korea,Bronze
14351,Jeong Seong-Suk,24.0,South Korea,Bronze
14352,Jeong Seong-Suk,28.0,South Korea,Bronze
14353,Jeong Sin-Jo,24.0,South Korea,Silver
14354,Jeong So-Yeong,25.0,South Korea-2,Gold
14355,Jeong Su-Geun,23.0,South Korea,Bronze
14356,Jeong Sun-Bok,23.0,South Korea,Silver
14357,Jeong Sun-Ok,21.0,South Korea,Bronze
14358,Jeong U-Yeong,22.0,South Korea,Bronze
14359,Eunice Jepkorir Kertich,26.0,Kenya,Silver
14360,Janeth Jepkosgei Busienei,24.0,Kenya,Silver
14361,Kevin Martin Jepsen,24.0,United States,Bronze
14362,Priscah Jeptoo (-Chepsirut),28.0,Kenya,Silver
14363,Slavica Jeremi,23.0,Yugoslavia,Silver
14364,Daniel Jrent,25.0,France,Gold
14365,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",23.0,Czechoslovakia,Bronze
14366,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",27.0,Czechoslovakia,Bronze
14367,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",27.0,Czechoslovakia,Silver
14368,eljko Jerkov,22.0,Yugoslavia,Silver
14369,eljko Jerkov,26.0,Yugoslavia,Gold
14370,Edy Sixten Jernberg,26.0,Sweden,Silver
14371,Edy Sixten Jernberg,26.0,Sweden,Gold
14372,Edy Sixten Jernberg,26.0,Sweden,Bronze
14373,Edy Sixten Jernberg,31.0,Sweden,Silver
14374,Edy Sixten Jernberg,31.0,Sweden,Gold
14375,Edy Sixten Jernberg,34.0,Sweden,Bronze
14376,Edy Sixten Jernberg,34.0,Sweden,Gold
14377,Eric Gsta Magnus Jernemyr,36.0,Sweden,Silver
14378,Karl Werner Jernstrm,29.0,Sweden,Bronze
14379,"Henry Winston ""Harry"" Jerome",24.0,Canada,Bronze
14380,Myriam Jerusalmi-Fox,34.0,France,Bronze
14381,Gunnar Jervill,26.0,Sweden,Silver
14382,"Frederick Harold ""Frank"" Jerwood",22.0,Cambridge University Boat Club-2,Bronze
14383,"Celina Jesionowska (-Gerwin, -Orzechowska)",26.0,Poland,Bronze
14384,Eric Albert Jespersen,30.0,Canada,Bronze
14385,Helle Mller Jespersen,36.0,Denmark,Bronze
14386,Per (Peder-) Mathias Jespersen (Olsen-),18.0,Norway,Gold
14387,Per (Peder-) Mathias Jespersen (Olsen-),20.0,Norway,Silver
14388,Erling Jessen,21.0,Denmark,Bronze
14389,Michael Adler Jessen (-Durbahn),24.0,Denmark,Bronze
14390,"Marion Hall Jessup (Zinderstein-, -MacLure)",27.0,United States-2,Silver
14391,Carmelita Jeter,32.0,United States,Silver
14392,Carmelita Jeter,32.0,United States,Bronze
14393,Carmelita Jeter,32.0,United States,Gold
14394,James Sherman Jett,21.0,United States,Gold
14395,Erling Jevne,31.0,Norway,Silver
14396,Erling Jevne,31.0,Norway,Gold
14397,Lynne M. Jewell (-Shore-),28.0,United States,Gold
14398,Wanda Rae Jewell,30.0,United States,Bronze
14399,"Charles Henry ""Charley"" Jewtraw",23.0,United States,Gold
14400,Frantiek Je,21.0,Czechoslovakia,Bronze
14401,Linda Louise Jezek,16.0,United States,Silver
14402,Zdravko Jei,20.0,Yugoslavia,Silver
14403,Zdravko Jei,25.0,Yugoslavia,Silver
14404,Ji Dong-Won,21.0,South Korea,Bronze
14405,Ji Seong-Hwan,25.0,South Korea,Silver
14406,Ji Xinpeng,22.0,China,Gold
14407,Ji Yong-Ju,19.0,South Korea,Silver
14408,Jia Zhanbo,30.0,China,Gold
14409,Jia Zongyang,22.0,China,Bronze
14410,Jiang Cuihua,25.0,China,Bronze
14411,Jiang Haiqi,20.0,China,Bronze
14412,Jiang Lin,26.0,China,Bronze
14413,Jiang Tingting,21.0,China,Bronze
14414,Jiang Tingting,25.0,China,Silver
14415,Jiang Wenwen,21.0,China,Bronze
14416,Jiang Wenwen,25.0,China,Silver
14417,Jiang Ying,21.0,China,Gold
14418,Jiang Ying,25.0,China,Bronze
14419,Jiang Yonghua,30.0,China,Silver
14420,Jiang Yuyuan,16.0,China,Gold
14421,Jiao Liuyang,17.0,China,Silver
14422,Jiao Liuyang,20.0,China,Gold
14423,Jiao Zhimin,24.0,China,Bronze
14424,Jiao Zhimin,24.0,China,Silver
